floor.x,floor.y,floor.z,Table.x,Table.y,Table.z,Movable Sphere.x,Movable Sphere.y,Movable Sphere.z,Movable Cylinder.x,Movable Cylinder.y,Movable Cylinder.z,Movable Cube.x,Movable Cube.y,Movable Cube.z,Drawer.x,Drawer.y,Drawer.z,Door.x,Door.y,Door.z,Knob.x,Knob.y,Knob.z,Lever.x,Lever.y,Lever.z,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
0.00, 0.00, 0.00,0.00, 0.49, 0.96,0.15, 1.27, 0.58,0.00, 1.31, 0.59,-0.18, 1.27, 0.59,0.25, 1.14, 0.38,-0.34, 0.90, 0.38,0.06, 0.97, 0.48,0.41, 1.22, 0.39,-1.08, 0.01, 0.61,
